Country,Code,Year,polity,Size of Govt,Law & Prop.Rights,Sound Money,Export trade freedom,Regulations,Use of IMF credit (current USD) per capita,foreign net aid in USD per capita,GDP growth percent,GDP per capita in USD,Net secondary education enrollment,Gross tertiary education enrollment percent, Random seed
"Congo, Dem. R.",COD,1990,-8,5.74,2.44,0.00,4.30,3.94,14.90,25.62,0.47,267.42,,2.14,0.20
Madagascar,MDG,2002,7,7.64,2.90,7.00,6.35,5.71,10.50,22.34,4.76,262.74,,2.16,0.88
Madagascar,MDG,2000,7,7.21,4.78,7.17,5.70,4.95,8.21,20.34,3.93,246.28,,2.19,0.86
Rwanda,RWA,2003,-3,7.63,1.65,7.23,6.65,7.38,12.92,38.59,8.67,212.51,,2.20,0.36
Mali,MLI,2001,6,7.75,5.35,6.69,5.89,3.93,16.78,30.93,5.70,265.26,,2.21,0.05
Mali,MLI,2002,7,6.63,3.94,6.11,6.51,4.95,15.96,36.25,-3.28,272.03,,2.22,0.02
Chad,TCD,2011,-2,5.90,2.85,6.11,5.04,5.44,7.42,37.42,4.22,988.44,,2.25,0.94
Guinea-Bissau,GNB,2005,6,2.87,3.17,6.59,6.35,5.32,9.05,45.14,0.57,401.15,,2.26,0.21
Burundi,BDI,2005,6,4.98,2.99,6.71,3.73,7.10,9.80,45.87,-1.22,140.82,,2.31,0.30
Burundi,BDI,2006,6,5.65,3.39,7.30,4.36,7.29,12.58,52.43,4.83,154.92,,2.31,0.76
Central Afr. Rep.,CAF,2008,-1,7.06,2.17,6.63,4.52,5.63,18.07,60.11,3.64,463.83,,2.31,0.96
Madagascar,MDG,1995,9,6.52,5.09,2.82,4.89,3.98,5.40,22.26,2.10,234.89,,2.33,0.88
Burundi,BDI,2007,6,4.67,3.39,7.24,5.12,7.13,14.08,56.26,0.90,159.27,,2.36,0.70
Madagascar,MDG,2003,7,6.82,3.18,7.82,6.65,6.22,11.65,31.68,6.02,317.42,,2.37,0.83
Togo,TGO,1990,-7,6.43,4.48,6.95,4.36,4.96,22.96,68.19,6.64,430.01,,2.37,0.63
Senegal,SEN,1985,-1,5.32,3.99,6.76,4.38,4.68,41.58,45.12,-5.33,460.11,,2.38,0.97
Zambia,ZMB,2000,1,6.63,5.85,7.15,8.27,6.07,115.92,75.07,-0.39,340.16,,2.39,0.08
China,CHN,1985,-7,3.91,6.78,6.19,4.17,3.04,0.32,0.89,10.75,292.55,,2.45,0.08
Burundi,BDI,2008,6,4.54,3.17,6.04,4.93,6.67,15.64,59.20,5.38,182.69,,2.56,0.58
Pakistan,PAK,2003,-5,7.34,3.13,6.02,5.95,6.12,16.03,7.28,1.98,565.32,,2.61,0.28
Rwanda,RWA,2004,-3,7.14,1.82,7.30,5.37,6.84,12.86,55.51,13.51,236.63,,2.61,0.61
Central Afr. Rep.,CAF,2010,-1,6.49,2.34,6.95,4.66,5.60,38.82,58.72,2.05,446.80,,2.61,0.45
Guinea-Bissau,GNB,2006,6,3.46,4.24,6.67,6.10,5.22,6.71,58.22,2.76,395.98,,2.62,0.90
Senegal,SEN,1980,-2,6.36,3.41,6.36,4.00,4.91,25.16,46.89,-3.95,629.11,,2.67,0.72
Tunisia,TUN,1975,-9,5.19,3.33,6.05,3.56,4.88,0.00,38.19,-0.65,771.51,,2.70,0.21
Madagascar,MDG,2004,7,6.88,3.10,7.07,6.52,5.74,14.40,71.09,-12.67,245.67,,2.75,0.88
Rwanda,RWA,2005,-3,6.50,3.02,7.75,4.78,7.56,10.72,64.10,1.45,286.57,,2.77,0.40
Ethiopia,ETH,2005,-3,6.09,4.70,5.67,4.98,6.28,2.30,25.16,-2.16,161.88,,2.79,0.92
Pap. New Guinea,PNG,1995,4,7.33,5.74,5.56,5.03,6.61,10.51,78.51,18.20,983.08,,2.82,0.82
Madagascar,MDG,2005,7,7.66,3.15,7.02,6.04,5.22,13.12,49.92,9.78,275.52,,2.83,0.33
Cameroon,CMR,1990,-8,5.24,5.79,7.01,5.20,5.56,10.03,36.82,-7.82,923.88,,2.86,0.75
Indonesia,IDN,1970,-7,6.81,4.38,4.32,4.00,3.31,1.21,4.05,12.03,84.09,,2.87,0.10
Luxembourg,LUX,1985,10,7.39,8.35,9.58,9.74,6.90,0.00,0.00,2.99,13050.76,,2.87,0.14
Madagascar,MDG,2006,7,6.82,3.54,7.37,6.23,5.58,3.07,41.52,5.26,292.99,,2.99,0.08
Pakistan,PAK,1990,8,5.14,2.68,7.87,3.07,5.61,7.76,10.47,7.63,371.82,,3.01,0.64
Mauritius,MUS,1990,10,6.81,6.28,6.20,4.51,6.80,20.84,83.39,6.79,2506.18,,3.04,0.97
China,CHN,1990,-7,3.65,5.79,6.73,2.72,1.58,0.41,1.79,11.30,316.22,,3.10,0.09
Bangladesh,BGD,1980,-4,4.30,2.54,4.64,0.18,5.03,5.21,15.81,7.07,222.92,,3.12,0.09
Gabon,GAB,1980,-9,4.94,3.94,4.09,4.28,5.16,19.89,76.22,-24.05,5869.23,,3.23,0.31
Pakistan,PAK,2004,-5,7.42,3.34,5.70,5.86,6.45,14.24,9.58,3.22,652.02,,3.26,0.89
Nigeria,NGA,1985,-7,5.50,2.46,6.32,1.53,5.16,0.00,0.38,-5.05,344.14,,3.39,0.16
Indonesia,IDN,1980,-7,5.27,3.41,6.54,5.24,4.05,0.00,6.38,9.21,528.94,,3.39,0.57
Madagascar,MDG,2009,0,8.59,3.29,7.55,6.20,5.49,13.88,21.66,6.24,417.18,,3.44,0.00
Madagascar,MDG,1990,-6,6.34,3.09,5.79,3.44,3.76,12.44,34.38,3.40,266.89,,3.44,0.35
Rwanda,RWA,2006,-3,7.09,4.60,7.57,5.09,7.79,2.70,65.33,6.95,336.94,,3.59,0.75
Thailand,THA,1975,3,6.99,4.64,6.29,5.19,6.05,0.00,2.00,10.24,351.55,,3.59,0.51
Madagascar,MDG,2010,0,8.81,3.10,7.85,6.08,6.32,13.17,22.30,7.13,414.14,,3.61,0.39
Tanzania,TZA,2013,-1,7.15,5.49,7.72,6.98,7.24,15.00,68.31,7.90,910.38,,3.65,0.54
Sri Lanka,LKA,1985,5,4.29,3.40,6.29,3.19,6.36,25.04,29.56,4.81,377.38,,3.67,0.60
Rwanda,RWA,2007,-3,6.67,4.59,7.83,5.62,7.84,3.14,76.21,6.91,398.21,,3.71,0.90
Mauritania,MRT,2007,4,6.71,5.16,6.82,6.13,6.90,8.59,104.33,8.97,1008.55,,3.73,0.05
Mauritania,MRT,2008,-5,6.92,4.82,6.92,6.15,6.96,9.03,132.42,18.87,1180.55,,3.80,0.41
Mauritania,MRT,2009,-2,5.76,4.58,6.71,5.94,7.00,32.22,106.65,2.82,1045.79,,3.87,0.17
"Congo, Rep. Of",COG,2003,-4,4.77,2.45,4.76,5.70,6.17,12.77,20.76,3.80,1049.32,,3.88,0.88
"Congo, Rep. Of",COG,2002,-4,4.90,2.05,4.23,5.68,5.79,14.25,17.70,7.58,927.27,,3.89,0.77
Tanzania,TZA,2012,-1,6.99,5.62,7.29,6.45,7.19,13.17,58.21,6.36,827.53,,3.92,0.44
Cyprus,CYP,1985,10,5.85,3.99,6.84,5.52,5.61,0.00,52.38,5.58,4488.29,,3.96,0.84
South Africa,ZAF,1970,4,6.07,7.41,7.16,6.56,6.07,0.00,0.00,4.15,810.77,,4.02,0.59
Malaysia,MYS,1980,4,4.84,6.59,9.05,7.12,6.18,0.00,9.73,6.65,1770.17,,4.05,0.06
Rwanda,RWA,2008,-3,6.82,5.78,7.29,5.93,8.67,3.33,95.74,9.24,491.94,,4.05,0.68
Madagascar,MDG,1985,-6,4.43,4.32,5.99,3.00,4.28,18.45,18.50,0.90,286.33,,4.09,0.48
Oman,OMN,1990,-10,4.84,5.21,7.67,7.11,7.24,0.00,37.63,5.96,6448.13,,4.12,0.14
Bangladesh,BGD,1990,-5,7.00,2.44,6.95,0.21,5.91,5.90,19.75,2.42,298.14,,4.13,0.63
Nepal,NPL,2000,6,5.30,5.01,6.97,5.92,6.09,0.97,16.26,3.02,231.43,,4.35,0.67
"Congo, Rep. Of",COG,2001,-5,4.93,1.73,4.70,5.70,6.04,16.00,23.17,-2.58,877.63,,4.36,0.12
Mauritania,MRT,2010,-2,3.13,4.60,6.49,6.01,6.97,40.33,104.25,1.08,1207.83,,4.38,0.05
Uganda,UGA,2011,-1,7.44,4.96,8.08,7.13,8.09,7.97,46.05,7.25,591.44,,4.38,0.44
Trinidad & Tob.,TTO,1980,8,5.38,5.42,4.50,2.69,6.47,0.00,3.62,10.02,5745.68,,4.42,0.32
Trinidad & Tob.,TTO,1985,9,3.79,4.78,6.16,2.87,6.77,0.00,5.55,-10.31,6299.17,,4.46,0.51
China,CHN,1995,-7,4.02,5.49,5.77,5.51,4.57,0.00,2.88,13.94,607.57,,4.51,0.19
"Congo, Dem. R.",COD,2006,5,7.02,2.80,7.25,4.85,4.40,16.62,37.93,6.74,246.80,,4.53,0.03
"Congo, Dem. R.",COD,2007,5,7.38,2.15,7.34,5.05,4.78,15.79,22.67,6.14,273.49,,4.56,0.51
"Congo, Rep. Of",COG,1980,-8,2.86,4.67,5.45,5.69,5.16,12.35,50.59,6.36,946.78,,4.56,0.36
Cameroon,CMR,2000,-4,6.89,4.59,6.60,4.87,6.25,16.77,23.65,4.90,583.09,,4.61,0.00
Cameroon,CMR,2001,-4,6.80,4.59,6.78,5.41,6.75,16.79,28.00,4.06,589.20,,4.63,0.60
Nepal,NPL,2001,6,5.16,5.01,6.96,5.97,6.27,0.74,16.14,4.41,248.83,,4.66,0.17
Pakistan,PAK,2005,-5,8.26,4.04,6.04,6.11,6.43,11.31,10.53,4.85,714.04,,4.73,0.94
Mauritania,MRT,2011,-2,5.25,4.78,6.76,6.43,7.09,48.41,103.77,-1.04,1390.93,,4.75,0.65
"Congo, Rep. Of",COG,1990,-8,4.81,3.02,5.96,4.58,5.79,4.54,91.00,1.77,1172.76,,4.90,0.06
India,IND,1980,8,5.00,5.78,6.29,3.00,5.68,1.45,3.14,5.71,271.92,,4.94,0.92
Rwanda,RWA,2009,-3,6.37,6.76,7.51,6.16,8.23,13.53,93.13,7.61,529.60,,4.99,0.62
Zimbabwe,ZWE,1990,-6,5.57,3.99,5.67,4.90,4.87,0.66,31.88,7.55,837.77,,5.01,0.41
Bangladesh,BGD,1985,-7,4.33,2.46,6.10,0.00,5.31,5.59,12.11,3.88,239.51,,5.01,0.67
Togo,TGO,2006,-4,8.59,3.36,6.90,6.11,4.88,4.31,13.94,2.12,384.29,,5.02,0.04
Cameroon,CMR,2002,-4,6.92,3.83,6.88,5.85,6.30,20.28,36.11,4.17,648.40,,5.06,0.09
Cameroon,CMR,2004,-4,7.05,3.54,7.29,6.10,5.75,21.02,44.75,4.01,892.90,,5.06,0.15
Cameroon,CMR,2003,-4,6.95,3.79,7.17,5.63,6.31,22.27,51.45,4.51,791.11,,5.09,0.66
"Congo, Rep. Of",COG,2000,-6,4.54,1.73,4.29,6.12,5.05,17.36,10.30,3.74,1035.58,,5.22,0.24
Benin,BEN,2002,6,7.25,3.58,6.65,5.35,7.32,11.60,29.54,5.86,411.96,,5.26,0.56
Swaziland,SWZ,2013,-9,6.11,4.97,7.87,7.02,7.96,59.46,92.70,1.33,3648.07,,5.33,0.53
Nepal,NPL,2002,-6,5.09,4.47,6.80,5.94,6.83,0.60,13.97,6.20,246.80,,5.38,0.30
Nepal,NPL,2003,-6,5.31,4.23,6.59,5.90,6.71,0.94,18.76,4.80,254.55,,5.44,0.51
India,IND,1995,9,6.26,5.87,6.50,4.50,5.66,2.51,1.80,4.75,381.53,,5.57,0.23
Malaysia,MYS,1985,4,5.56,6.31,8.38,7.25,6.60,7.47,14.51,6.25,1979.16,,5.60,0.01
Mauritius,MUS,1995,10,6.89,8.05,9.51,7.47,7.12,0.00,20.60,5.08,3599.55,,5.62,0.88
Togo,TGO,2007,-4,9.06,2.53,6.83,6.07,5.23,3.24,20.78,1.18,428.40,,5.67,0.11
"Congo, Dem. R.",COD,2008,5,6.99,2.14,7.63,5.10,4.71,12.74,28.57,5.32,310.73,,5.73,0.25
Rwanda,RWA,2010,-4,5.74,6.72,8.95,7.02,8.19,12.94,100.28,11.16,553.60,,5.77,0.55
Benin,BEN,2005,6,7.00,3.99,6.56,5.92,6.54,8.10,42.40,3.44,587.08,,5.78,0.40
India,IND,1985,8,4.50,4.92,6.61,2.40,5.70,5.96,2.03,7.29,302.51,,5.79,0.07
Cameroon,CMR,2005,-4,7.04,3.53,7.21,5.86,5.91,16.94,22.83,4.03,915.09,,5.81,0.23
"Congo, Rep. Of",COG,1985,-8,2.37,3.05,6.42,4.47,5.49,4.77,33.12,5.85,1037.06,,5.81,0.51
Benin,BEN,2003,6,7.21,3.65,7.06,5.48,6.92,11.36,39.11,5.33,509.46,,5.82,0.96
Zimbabwe,ZWE,2013,4,6.59,3.89,5.63,5.32,5.23,34.86,54.44,11.91,905.50,,5.83,0.02
India,IND,1990,8,4.88,4.39,6.63,2.67,5.89,3.18,1.61,9.63,375.15,,5.87,0.20
Benin,BEN,2004,6,7.17,3.03,6.59,6.20,6.69,10.08,49.70,4.64,570.69,,5.87,0.27
Zimbabwe,ZWE,2011,1,6.95,4.02,4.11,5.23,4.52,36.97,50.20,5.98,768.56,,6.02,0.23
Trinidad & Tob.,TTO,2000,10,7.05,6.65,9.03,7.02,7.59,0.00,-1.21,8.12,6431.01,,6.06,0.82
Zimbabwe,ZWE,2010,1,6.69,3.90,1.97,4.92,4.76,37.84,52.42,-17.67,674.27,,6.21,0.71
Indonesia,IDN,1985,-7,6.35,4.46,9.27,5.42,4.18,0.28,3.62,8.45,529.29,,6.24,0.39
Nepal,NPL,2004,-6,5.30,4.24,6.76,5.51,6.62,1.38,16.87,0.12,288.67,,6.40,0.11
Senegal,SEN,2007,7,6.78,4.46,6.76,6.72,5.92,5.55,73.10,5.62,948.51,,6.42,0.94
Trinidad & Tob.,TTO,2001,10,7.29,6.52,8.98,8.11,6.87,0.00,-1.36,8.02,6935.68,,6.44,0.60
Oman,OMN,1995,-9,5.24,7.72,9.15,6.72,6.13,0.00,34.26,6.04,6297.20,,6.45,0.50
Singapore,SGP,1970,-2,7.25,7.72,7.32,7.98,5.14,0.00,13.81,13.62,925.28,,6.48,0.18
"Congo, Rep. Of",COG,2009,-4,5.07,4.22,4.73,5.06,6.01,42.42,71.70,-1.58,2428.26,,6.52,0.19
Unit. Arab Em.,ARE,1990,-8,7.43,5.79,9.44,8.33,6.33,0.00,1.95,-2.62,27989.30,,6.56,0.76
Turkey,TUR,1980,-5,4.40,5.57,0.78,3.43,4.41,24.01,21.70,1.50,1566.75,,6.58,0.59
Benin,BEN,2006,7,7.72,4.37,6.86,5.89,6.58,1.99,47.29,4.43,609.02,,6.64,0.33
Cameroon,CMR,2006,-4,6.52,3.86,7.04,5.92,6.06,2.41,92.43,3.70,965.37,,6.75,0.09
"Congo, Dem. R.",COD,2009,5,5.73,2.65,8.33,5.07,5.13,25.07,36.92,6.26,286.05,,6.77,0.39
Turkey,TUR,1975,9,4.66,2.78,4.79,2.76,4.47,6.20,1.49,3.26,1139.03,,6.85,0.35
Rwanda,RWA,2012,-4,5.93,6.98,8.90,7.12,8.03,12.13,81.26,7.31,667.41,,6.90,0.91
"Congo, Dem. R.",COD,2013,5,6.09,2.30,8.12,5.20,6.55,17.40,35.45,6.86,413.70,,6.90,0.94
Unit. Arab Em.,ARE,1985,-8,5.00,5.85,9.12,8.20,6.22,0.00,3.00,-4.75,30067.13,,7.03,0.23
Rwanda,RWA,2011,-4,6.48,6.79,9.03,7.10,8.23,12.52,119.74,6.27,606.90,,7.10,0.46
Malaysia,MYS,1990,4,6.27,6.52,9.00,7.25,8.00,0.00,25.73,9.94,2417.44,,7.19,0.60
Cameroon,CMR,2007,-4,5.97,3.96,7.02,5.83,6.01,2.90,100.97,2.30,1070.95,,7.20,0.67
Guyana,GUY,2003,6,2.36,5.65,7.74,7.88,7.72,157.51,129.37,2.25,999.18,,7.29,0.18
Senegal,SEN,2010,7,5.77,4.39,7.03,6.98,6.06,34.84,71.60,3.68,998.12,,7.63,0.42
Nicaragua,NIC,1990,6,3.43,3.99,0.00,4.70,2.47,0.00,79.52,-12.45,243.56,,7.72,0.58
China,CHN,2000,-7,3.43,4.95,8.12,6.63,5.79,0.24,1.36,7.85,954.55,,7.76,0.80
Benin,BEN,2008,7,6.62,4.73,6.11,6.05,6.64,4.12,71.49,3.95,794.87,,7.79,0.57
Cameroon,CMR,2008,-4,5.85,3.81,6.74,5.92,6.18,3.18,28.03,3.22,1191.71,,7.81,0.80
Rwanda,RWA,2013,-3,5.91,6.94,8.97,7.19,8.14,11.71,97.59,7.85,679.00,,7.89,0.92
Tunisia,TUN,1990,-5,5.81,3.50,6.98,5.04,5.57,21.59,48.14,0.07,1507.23,,7.89,0.36
Benin,BEN,2007,7,6.72,4.60,6.99,5.99,6.55,2.19,54.48,1.71,685.55,,7.90,0.27
Senegal,SEN,2008,7,6.07,4.54,6.83,6.70,6.04,8.32,87.37,2.46,1094.58,,8.00,0.38
Senegal,SEN,2009,7,6.25,4.49,7.02,7.02,6.04,32.54,80.77,4.94,1018.39,,8.04,0.25
Nepal,NPL,2005,-6,9.23,4.05,6.60,6.62,6.02,1.25,16.63,3.95,318.75,,8.06,0.61
"Congo, Dem. R.",COD,2011,5,5.79,2.67,7.80,5.17,5.73,18.48,81.28,2.86,350.27,,8.13,0.72
Gabon,GAB,2001,-4,5.95,4.37,5.75,5.39,6.48,73.52,6.77,-8.93,3981.86,,8.21,0.99
"Congo, Dem. R.",COD,2012,5,5.80,2.41,7.82,5.17,5.73,17.92,40.68,7.08,390.71,,8.23,0.57
Paraguay,PRY,1990,2,9.31,4.48,6.50,5.44,4.48,0.00,13.57,5.92,1351.58,,8.28,0.16
Indonesia,IDN,1990,-7,7.13,4.72,8.76,5.29,5.17,2.72,9.46,6.36,630.67,,8.51,0.88
Gabon,GAB,2003,-4,6.21,4.33,5.57,5.40,6.48,60.33,-8.02,2.14,4929.32,,8.53,0.56
Nepal,NPL,2006,6,9.26,4.82,6.82,6.64,6.11,2.14,20.41,4.68,350.61,,8.54,0.18
Bangladesh,BGD,2008,-6,8.83,3.21,6.39,5.98,6.66,5.11,13.97,6.67,618.08,,8.56,0.19
Timor-Leste,TLS,2002,6,7.36,3.61,6.21,6.77,5.37,0.00,244.79,17.51,496.18,,8.57,0.70
Mexico,MEX,1975,-6,6.08,4.09,8.13,5.58,4.77,0.00,0.92,7.86,1445.71,,8.68,0.87
Guatemala,GTM,1995,3,9.12,4.96,8.08,8.45,5.69,0.00,20.12,3.93,1415.12,,8.68,0.97
Trinidad & Tob.,TTO,2002,10,7.44,6.53,8.81,7.84,7.08,0.00,-6.71,7.56,7049.61,,8.70,0.88
Trinidad & Tob.,TTO,2003,10,7.24,5.40,8.97,7.80,6.98,0.00,-2.26,4.17,8804.52,,8.78,0.45
Honduras,HND,1990,6,6.38,3.50,8.38,5.33,5.08,6.57,91.47,4.61,621.80,,8.91,0.15
Turkey,TUR,1985,7,4.93,5.85,2.68,5.25,5.21,26.97,3.66,4.97,1367.17,,8.95,0.47
Cameroon,CMR,2009,-4,5.80,3.97,6.60,6.16,6.61,22.54,32.30,3.26,1164.72,,8.95,0.24
Cyprus,CYP,1990,10,5.39,6.67,7.03,4.82,5.81,0.00,50.13,8.65,9641.58,,9.03,0.89
Colombia,COL,1980,8,5.35,3.98,4.86,3.62,5.16,0.00,3.24,8.46,1204.15,,9.04,0.07
"Congo, Rep. Of",COG,2011,-4,4.52,2.60,4.59,5.06,5.89,37.05,62.19,7.47,3453.22,,9.06,0.56
Albania,ALB,1995,5,6.54,4.85,3.26,5.90,4.57,20.24,56.65,9.60,760.56,,9.09,0.54
Togo,TGO,2010,-2,6.90,2.55,6.69,6.07,5.59,37.78,63.22,2.23,496.48,,9.12,0.24
Paraguay,PRY,1995,7,8.69,4.41,8.20,8.46,5.45,0.00,29.27,4.94,1903.47,,9.31,0.53
Namibia,NAM,2008,6,6.34,7.07,6.12,6.37,7.89,0.00,99.33,7.07,4011.30,,9.33,0.99
Morocco,MAR,2000,-6,6.32,7.68,6.96,4.60,5.36,3.86,15.01,7.98,1265.40,,9.41,0.07
India,IND,2000,9,6.83,5.99,6.88,5.59,6.40,0.84,1.30,6.18,452.41,,9.53,0.42
"Congo, Rep. Of",COG,2013,-4,4.32,2.78,4.97,5.33,6.22,33.65,34.23,3.42,3205.46,,9.63,0.75
Nigeria,NGA,2003,4,6.85,2.89,5.59,6.00,6.69,1.76,2.32,4.41,510.30,,9.64,0.14
India,IND,2001,9,6.88,5.71,6.91,5.76,5.58,0.80,1.62,8.85,460.83,,9.78,0.44
China,CHN,2001,-7,3.33,5.14,8.32,6.86,5.40,0.23,1.22,7.62,1047.48,,9.83,0.04
Nigeria,NGA,2004,4,6.89,2.96,6.06,5.59,6.63,1.79,4.24,3.78,645.76,,9.85,0.33
Benin,BEN,2009,7,6.61,4.72,6.72,5.95,6.75,14.24,73.81,5.99,768.01,,9.87,0.73
Vietnam,VNM,2003,-7,4.60,4.82,6.58,6.02,6.34,5.09,22.02,6.19,530.86,,10.01,0.13
Togo,TGO,2013,-2,6.04,2.78,7.03,6.17,6.53,36.54,31.83,4.88,626.17,,10.04,0.31
Honduras,HND,1995,6,6.51,5.45,7.17,7.50,6.26,17.64,71.97,6.23,699.51,,10.14,0.65
Togo,TGO,2011,-2,6.20,2.79,6.58,6.06,5.93,38.72,82.66,3.51,572.03,,10.15,0.94
Morocco,MAR,2002,-6,6.41,5.66,7.02,5.59,5.40,3.94,11.94,1.59,1352.32,,10.21,0.15
Algeria,DZA,1990,-2,4.60,3.50,4.50,1.69,2.93,25.85,12.80,-1.00,2394.42,,10.23,0.93
Morocco,MAR,2001,-6,6.34,5.87,7.09,5.00,5.32,3.68,16.47,0.53,1275.46,,10.27,0.83
"Yemen, Rep.",YEM,2011,-2,7.13,4.04,7.74,6.88,6.10,16.92,19.65,4.13,1282.40,,10.29,0.63
Togo,TGO,2012,-2,5.98,2.67,6.77,6.04,6.26,37.73,35.80,4.00,580.50,,10.31,0.54
Thailand,THA,1980,2,6.01,6.52,6.32,5.16,5.29,7.35,8.82,10.30,682.77,,10.32,0.03
Guyana,GUY,2004,6,2.74,4.22,7.90,7.33,6.78,149.06,195.56,1.05,1058.96,,10.35,0.07
India,IND,2002,9,6.64,5.46,6.88,6.24,6.04,0.85,1.61,3.84,480.62,,10.36,0.85
"Congo, Rep. Of",COG,2012,-4,3.89,2.78,4.74,5.19,5.96,35.55,32.34,8.75,3191.16,,10.36,0.37
Nigeria,NGA,2005,4,6.72,3.63,6.41,5.95,7.20,1.61,45.90,10.35,804.01,,10.41,0.29
Morocco,MAR,1990,-8,5.91,3.99,6.50,4.73,4.90,30.05,49.74,12.19,1145.92,,10.42,0.67
Guinea,GIN,2013,4,6.40,3.68,5.97,5.14,6.90,20.37,41.80,3.91,521.54,,10.44,0.54
Morocco,MAR,2003,-6,6.39,6.02,7.10,5.77,5.92,4.27,19.21,7.55,1650.28,,10.71,0.02
Nicaragua,NIC,1995,8,6.63,4.61,5.20,7.09,6.83,8.51,140.74,-0.39,897.72,,10.75,0.61
Guyana,GUY,2008,6,5.70,4.27,7.75,7.12,7.33,106.22,222.27,5.13,2570.00,,10.78,0.47
Morocco,MAR,2004,-6,6.80,5.34,7.11,5.79,5.70,4.42,25.59,3.32,1867.33,,10.88,0.52
India,IND,2003,9,6.73,5.28,7.04,6.39,6.24,0.91,0.66,4.82,557.90,,10.89,0.28
Guyana,GUY,2005,6,3.79,3.91,7.72,6.96,7.02,150.39,201.93,-1.01,1110.96,,10.89,0.64
India,IND,2005,9,7.42,6.51,6.84,6.07,6.74,0.85,1.64,7.86,729.00,,11.00,0.54
Cameroon,CMR,2010,-4,7.97,4.00,6.74,6.16,6.70,21.59,26.25,2.88,1147.24,,11.02,0.06
Malaysia,MYS,1995,3,6.92,6.63,9.11,7.45,7.44,0.00,5.22,9.89,4280.02,,11.15,0.10
Guyana,GUY,2006,6,4.21,4.03,7.79,7.04,7.11,104.36,234.39,3.29,1961.06,,11.20,0.11
Nepal,NPL,2009,6,7.60,3.70,6.13,6.51,6.03,6.87,32.13,3.41,483.40,,11.22,0.40
India,IND,2004,9,6.26,5.78,6.95,6.10,6.62,0.94,0.69,3.80,640.60,,11.25,0.49
Guyana,GUY,2007,6,4.99,4.24,7.51,7.14,7.28,109.34,171.46,-1.96,2334.02,,11.30,0.32
Portugal,PRT,1980,9,3.63,8.00,5.61,6.73,4.10,0.00,0.00,2.82,3368.70,,11.38,0.37
Morocco,MAR,1995,-7,6.27,7.77,6.69,5.67,5.01,1.91,18.43,-1.00,1356.33,,11.40,0.98
Colombia,COL,1985,8,5.94,3.40,6.69,4.11,5.16,0.00,1.97,1.58,1125.20,,11.47,0.39
Guyana,GUY,2010,6,4.28,4.44,7.96,7.01,7.57,251.88,221.71,1.98,2998.94,,11.49,0.29
India,IND,2006,9,7.14,6.15,6.70,6.20,6.43,0.88,1.19,7.92,816.73,,11.82,0.82
Chile,CHL,1980,-7,5.00,6.43,2.31,6.50,5.70,0.00,-0.94,7.46,2454.29,,11.83,0.89
Cameroon,CMR,2011,-4,7.98,3.88,6.78,6.14,6.87,20.93,28.97,1.93,1258.92,,11.91,0.87
South Africa,ZAF,1990,5,6.32,2.93,5.81,6.22,6.50,0.00,0.00,4.20,3182.21,,11.95,0.39
Ghana,GHA,2011,8,5.53,5.51,7.15,6.79,7.20,44.16,72.62,4.85,1587.19,,12.08,0.90
Qatar,QAT,2012,-10,6.54,8.01,7.94,7.79,8.46,0.00,0.00,19.59,94407.41,,12.15,0.94
Ghana,GHA,2012,8,4.81,5.61,7.19,6.70,6.23,49.04,70.77,7.90,1641.83,,12.20,0.94
Tunisia,TUN,1995,-3,4.56,6.29,7.02,5.47,5.59,32.71,8.31,2.19,2012.94,,12.34,0.68
Benin,BEN,2011,7,6.66,4.47,6.89,5.70,6.84,18.15,70.59,2.32,799.04,,12.37,0.56
China,CHN,2002,-7,4.54,5.48,8.22,6.69,5.26,0.25,1.17,8.43,1141.76,,12.42,0.43
Mexico,MEX,1980,-3,5.69,6.29,7.70,1.30,4.97,0.00,0.80,8.96,2803.32,,12.73,0.07
Guyana,GUY,2012,6,5.18,4.68,7.95,7.02,7.33,225.29,150.91,4.37,3759.38,,12.91,0.69
Benin,BEN,2010,7,6.62,4.52,6.80,5.86,6.84,15.31,72.46,4.89,732.95,,13.26,0.25
Morocco,MAR,2009,-6,6.33,5.99,7.02,6.54,6.09,27.75,33.02,2.71,2883.85,,13.45,0.74
India,IND,2007,9,7.56,6.03,6.71,6.16,6.49,0.91,1.18,9.28,1050.02,,13.48,0.68
Honduras,HND,2000,7,8.12,3.58,8.22,6.91,6.55,38.57,71.81,2.90,1138.15,,13.82,0.01
Portugal,PRT,1985,10,3.86,6.08,5.61,6.93,4.81,0.00,0.00,-0.17,2705.46,,13.85,0.53
Iceland,ISL,1975,10,6.92,4.96,3.25,2.20,5.29,0.00,0.00,6.81,6506.87,,14.04,0.97
Cambodia,KHM,2010,2,7.89,4.61,9.26,7.29,6.69,9.00,51.08,6.69,782.69,,14.07,0.42
Colombia,COL,1990,8,7.23,3.41,4.90,4.04,5.50,0.00,2.58,4.06,1175.15,,14.18,0.74
Qatar,QAT,2013,-10,6.54,7.96,8.15,7.60,8.62,0.00,0.00,13.38,96077.00,,14.26,0.52
Romania,ROU,1995,5,3.37,6.25,0.74,5.54,2.85,45.76,13.13,1.53,1564.18,,14.31,0.42
Egypt,EGY,1990,-6,4.37,3.50,8.16,1.04,5.39,2.21,107.40,5.30,764.76,,14.36,0.70
