Country,Code,Year,dummy,Law Prop.Rights,Sound Money,polity,prev Law,prev Money,prev polity,prev GDP,GDP per capita in USD
Malta,MLT,2009,,7.61,9.46,0,7.68,9.46,0,20895.78,19636.01
Malta,MLT,2007,,7.9,9.58,0,7.2,8.89,0,15705.34,18356.97
Luxembourg,LUX,1980,,7.83,9.05,0,8.35,8.34,0,4493.89,17284.42
Malta,MLT,2006,,7.2,8.89,0,7.68,8.99,0,14834.43,15705.34
Iceland,ISL,1980,,6.83,2.62,0,4.96,3.25,0,6506.87,14942.81
Malta,MLT,2005,,7.68,8.99,0,7.03,8.72,0,14064.23,14834.43
Malta,MLT,2004,,7.03,8.72,0,7.03,6.38,0,12844.59,14064.23
Hong Kong,HKG,1990,,5.94,9.02,0,6.31,9.33,0,6542.93,13485.54
Luxembourg,LUX,1985,,8.35,9.58,0,7.83,9.05,0,17284.42,13050.76
Malta,MLT,2003,,7.03,6.38,0,7.03,6.97,0,10849.75,12844.59
Iceland,ISL,1985,,7.88,2.84,0,6.83,2.62,0,14942.81,12462.1
Bahamas,BHS,1990,,5.7,7.02,0,5.72,6.48,0,9888.62,12350.88
Bahamas,BHS,1995,,5.19,7.05,0,5.7,7.02,0,12350.88,12239.83
Malta,MLT,2002,,7.03,6.97,0,8.37,6.93,0,9967.79,10849.75
Malta,MLT,2000,,8.37,7,0,8.97,7.07,0,9717.5,10377.04
Malta,MLT,2001,,8.37,6.93,0,8.37,7,0,10377.04,9967.79
Malta,MLT,1995,,8.97,7.07,0,4.48,7.27,0,7192.39,9717.5
Malta,MLT,1990,,4.48,7.27,0,3.52,7.01,0,3322.31,7192.39
Hong Kong,HKG,1985,,6.31,9.33,0,8.13,8.51,0,5700.41,6542.93
Hong Kong,HKG,1980,,8.13,8.51,0,6.6,9.16,0,2252.11,5700.41
Belize,BLZ,2013,,4.58,7.04,0,4.58,7,0,4674.29,4719.14
Belize,BLZ,2012,,4.58,7,0,4.35,7.13,0,4517.12,4674.29
Belize,BLZ,2011,,4.35,7.13,0,4.36,7.23,0,4344.14,4517.12
Belize,BLZ,2008,,5.71,8.18,0,5.81,8.15,0,4324.83,4470.22
Belize,BLZ,2010,,4.36,7.23,0,5.5,7.07,0,4258.84,4344.14
Belize,BLZ,2007,,5.81,8.15,0,5.76,8.04,0,4187.23,4324.83
Belize,BLZ,2009,,5.5,7.07,0,5.71,8.18,0,4470.22,4258.84
Belize,BLZ,2006,,5.76,8.04,0,5.84,8.27,0,3933.23,4187.23
Belize,BLZ,2005,,5.84,8.27,0,5.79,8.17,0,3831.61,3933.23
Belize,BLZ,2004,,5.79,8.17,0,7.02,8.06,0,3679.79,3831.61
Belize,BLZ,2003,,7.02,8.06,0,8.01,8.02,0,3556.62,3679.79
Belize,BLZ,2002,,8.01,8.02,0,7.01,6.35,0,3419.21,3556.62
Belize,BLZ,2001,,7.01,6.35,0,7.01,6.65,0,3364.46,3419.21
Mexico,MEX,1990,,6.76,3.59,0,5.38,3.67,-3,2385.76,3068.7
Hong Kong,HKG,1975,,6.6,9.16,0,7.72,8.85,0,960.03,2252.11
Cote d'Ivoire,CIV,2013,,4.29,6.86,0,3.83,6.69,0,1281.38,1447.22
Cote d'Ivoire,CIV,2012,,3.83,6.69,0,3.11,6.51,0,1231.87,1281.38
Cote d'Ivoire,CIV,2008,,3,6.4,0,2.84,6.56,0,1078.54,1257.68
Cote d'Ivoire,CIV,2010,,2.95,6.56,0,3.08,6.62,0,1233.3,1236.09
Cote d'Ivoire,CIV,2009,,3.08,6.62,0,3,6.4,0,1257.68,1233.3
Cote d'Ivoire,CIV,2011,,3.11,6.51,0,2.95,6.56,0,1236.09,1231.87
Cote d'Ivoire,CIV,2007,,2.84,6.56,0,2.88,6.88,0,962.92,1078.54
Cote d'Ivoire,CIV,2006,,2.88,6.88,0,3.11,6.73,0,942.22,962.92
Cote d'Ivoire,CIV,2005,,3.11,6.73,0,2.35,6.77,0,929.89,942.22
Cote d'Ivoire,CIV,2004,,2.35,6.77,0,2.52,6.88,0,875.09,929.89
Cote d'Ivoire,CIV,1990,,4.8,6.9,0,5.72,6.63,0,686.91,887.39
Cote d'Ivoire,CIV,2003,,2.52,6.88,0,3.43,6.83,0,718.45,875.09
Cote d'Ivoire,CIV,1995,,5.96,4.87,0,4.8,6.9,0,887.39,763.67
Cote d'Ivoire,CIV,2002,,3.43,6.83,0,3.48,6.96,0,663.64,718.45
Burkina Faso,BFA,2013,,3.93,6.98,0,3.98,6.7,0,673.03,708.84
Burkina Faso,BFA,2012,,3.98,6.7,0,4.26,6.86,0,665.81,673.03
Burkina Faso,BFA,2011,,4.26,6.86,0,4.33,6.87,0,574.46,665.81
Cote d'Ivoire,CIV,2001,,3.48,6.96,0,3.76,6.69,0,648.81,663.64
Cote d'Ivoire,CIV,2000,,3.76,6.69,0,5.96,4.87,0,763.67,648.81
Burkina Faso,BFA,2010,,4.33,6.87,0,4.42,6.75,0,551.84,574.46
Burkina Faso,BFA,2008,,4.61,6.64,0,4.5,7.29,0,474.71,569.01
Burkina Faso,BFA,2009,,4.42,6.75,0,4.61,6.64,0,569.01,551.84
Burkina Faso,BFA,2007,,4.5,7.29,0,4.2,6.8,0,422.48,474.71
Burkina Faso,BFA,2006,,4.2,6.8,0,4.17,6.84,0,407,422.48
Madagascar,MDG,2009,,3.29,7.55,0,3.56,7.67,7,472.38,417.18
Madagascar,MDG,2010,,3.1,7.85,0,3.29,7.55,0,417.18,414.14
Peru,PER,1995,,4.76,5.13,1,2.93,1.25,8,1177.92,2162.76
Kyrgyz Republic,KGZ,2009,,4.54,8.34,1,4.54,7.4,3,966.39,871.22
Zimbabwe,ZWE,2012,,4.09,5.38,1,4.02,4.11,1,768.56,850.83
Zimbabwe,ZWE,2011,,4.02,4.11,1,3.9,1.97,1,674.27,768.56
Zimbabwe,ZWE,2010,,3.9,1.97,1,3.78,0.95,1,594.5,674.27
Zimbabwe,ZWE,1985,,3.05,6.31,1,2.97,6.35,4,916.28,636.07
Zimbabwe,ZWE,2009,,3.78,0.95,1,3.81,2.39,-4,327.2,594.5
Guinea-Bissau,GNB,2012,,3.38,6.59,1,2.84,6.09,6,659.48,559.22
Guinea-Bissau,GNB,2013,,3.35,6.64,1,3.38,6.59,1,559.22,538.73
Zambia,ZMB,2000,,5.85,7.15,1,5.91,0.65,6,411.41,340.16
Algeria,DZA,2012,,4.53,7,2,4.02,7.12,2,5447.4,5583.62
Algeria,DZA,2013,,4.8,7.2,2,4.53,7,2,5583.62,5491.61
Algeria,DZA,2011,,4.02,7.12,2,4.44,7.17,2,4473.49,5447.4
Algeria,DZA,2008,,4.57,7.61,2,4.81,7.49,2,3939.56,4912.25
Algeria,DZA,2010,,4.44,7.17,2,4.81,7.01,2,3875.82,4473.49
Algeria,DZA,2007,,4.81,7.49,2,5.3,7.58,2,3467.54,3939.56
Algeria,DZA,2009,,4.81,7.01,2,4.57,7.61,2,4912.25,3875.82
Algeria,DZA,2006,,5.3,7.58,2,5.32,7.51,2,3102.04,3467.54
Algeria,DZA,2005,,5.32,7.51,2,3.81,6.99,2,2600.01,3102.04
Algeria,DZA,2004,,3.81,6.99,2,3.49,7.18,-3,2094.89,2600.01
Cambodia,KHM,2013,,4.1,9.47,2,4.56,9.26,2,946.48,1024.61
Pakistan,PAK,2007,,4.13,6.26,2,4.44,6.08,-5,876.95,953.8
Cambodia,KHM,2012,,4.56,9.26,2,4.76,9.25,2,879.15,946.48
Cambodia,KHM,2011,,4.76,9.25,2,4.61,9.26,2,782.69,879.15
Thailand,THA,1985,,5.85,7.02,2,6.52,6.32,2,682.77,747.49
Thailand,THA,1980,,6.52,6.32,2,4.64,6.29,3,351.55,682.77
Ghana,GHA,2000,,4.59,5.82,2,6.18,4.13,-1,385.73,264.7
Gabon,GAB,2011,,4.6,5.42,3,4.35,5.65,3,9312.05,11530.15
Gabon,GAB,2013,,4,5.48,3,4.21,5.48,3,10642.43,10658.77
Gabon,GAB,2012,,4.21,5.48,3,4.6,5.42,3,11530.15,10642.43
Gabon,GAB,2010,,4.35,5.65,3,4.35,5.68,3,8061.57,9312.05
Gabon,GAB,2009,,4.35,5.68,3,4.31,6.08,-4,10523.27,8061.57
Malaysia,MYS,2007,,6.57,6.78,3,6.63,6.65,3,6194.67,7240.68
Malaysia,MYS,2006,,6.63,6.65,3,6.99,6.6,3,5564.17,6194.67
Malaysia,MYS,2005,,6.99,6.6,3,6.68,6.74,3,4924.59,5564.17
Malaysia,MYS,2004,,6.68,6.74,3,6.26,7.02,3,4431.24,4924.59
Malaysia,MYS,2003,,6.26,7.02,3,6.18,6.73,3,4132.67,4431.24
Malaysia,MYS,1995,,6.63,9.11,3,6.52,9,4,2417.44,4280.02
Malaysia,MYS,2002,,6.18,6.73,3,6.15,6.74,3,3878.77,4132.67
Malaysia,MYS,2000,,5.62,8.15,3,6.63,9.11,3,4280.02,4004.56
Malaysia,MYS,2001,,6.15,6.74,3,5.62,8.15,3,4004.56,3878.77
Sri Lanka,LKA,2013,,4.89,6.96,3,5.15,6.49,3,3366.51,3628.27
Sri Lanka,LKA,2012,,5.15,6.49,3,5.34,6.46,3,3128.69,3366.51
Sri Lanka,LKA,2011,,5.34,6.46,3,5.25,6.55,3,2746.61,3128.69
Sri Lanka,LKA,2010,,5.25,6.55,3,5.13,6.69,6,2057.03,2746.61
Russia,RUS,1995,,3.43,1.25,3,1,5.95,0,3485.11,2665.74
Iran,IRN,2003,,6.09,7.69,3,6.34,7.79,3,1900.05,2240.81
Iran,IRN,2002,,6.34,7.79,3,6.62,8.04,3,1899.02,1900.05
Iran,IRN,2001,,6.62,8.04,3,6.62,8,3,1664.26,1899.02
Iran,IRN,2000,,6.62,8,3,6.18,3.87,-6,1598.5,1664.26
Thailand,THA,1990,,6.43,7.97,3,5.85,7.02,2,747.49,1508.29
Guatemala,GTM,1995,,4.96,8.08,3,2.44,6.83,3,835.3,1415.12
"Yemen, Rep.",YEM,2013,,3.83,8.09,3,3.83,7.74,3,1289.03,1408.15
"Yemen, Rep.",YEM,2012,,3.83,7.74,3,4.04,7.74,-2,1282.4,1289.03
Kyrgyz Republic,KGZ,2008,,4.54,7.4,3,4.52,8.38,3,721.77,966.39
Guatemala,GTM,1990,,2.44,6.83,3,1.99,8.02,-88,1197.62,835.3
Kyrgyz Republic,KGZ,2007,,4.52,8.38,3,4.19,8.69,4,543.11,721.77
Kyrgyz Republic,KGZ,2005,,3.98,8.65,3,5.39,6.01,-3,433.24,476.55
Madagascar,MDG,2013,,3.27,8.05,3,3.21,8.04,3,444.96,462.97
Madagascar,MDG,2011,,3,7.89,3,3.1,7.85,0,414.14,456.33
Armenia,ARM,1995,,3.43,1.25,3,1,5.95,0,636.68,455.55
Madagascar,MDG,2012,,3.21,8.04,3,3,7.89,3,456.33,444.96
Thailand,THA,1975,,4.64,6.29,3,5.84,6.71,2,192.13,351.55
Niger,NER,2010,,3.95,6.61,3,4.24,6.5,-3,344.38,351.01
Russia,RUS,2013,,5.42,8.63,4,5.27,8.63,4,14078.83,14487.28
Russia,RUS,2012,,5.27,8.63,4,5.35,8.55,4,13323.88,14078.83
Russia,RUS,2011,,5.35,8.55,4,5.27,8.47,4,10675,13323.88
Russia,RUS,2008,,5.54,8.43,4,5.59,8.34,4,9101.26,11635.27
Russia,RUS,2010,,5.27,8.47,4,5.42,8.3,4,8562.81,10675
Russia,RUS,2007,,5.59,8.34,4,5.73,6.94,6,6920.19,9101.26
Russia,RUS,2009,,5.42,8.3,4,5.54,8.43,4,11635.27,8562.81
Thailand,THA,2010,,5.35,7.06,4,5.64,7.08,4,4231.14,5111.91
Thailand,THA,2008,,5.86,6.98,4,6.13,7.04,-1,3962.75,4384.78
Thailand,THA,2009,,5.64,7.08,4,5.86,6.98,4,4384.78,4231.14
Mexico,MEX,1995,,5.3,5.5,4,6.76,3.59,0,3068.7,3640.83
Nigeria,NGA,2013,,3.36,7.63,4,3.39,7.46,4,2739.85,2979.83
South Africa,ZAF,1980,,6.18,5.29,4,5.62,6.22,4,1494.16,2920.78
Nigeria,NGA,2012,,3.39,7.46,4,4,7.2,4,2514.15,2739.85
Nigeria,NGA,2011,,4,7.2,4,3.95,6.59,4,2314.96,2514.15
Malaysia,MYS,1990,,6.52,9,4,6.31,8.38,4,1979.16,2417.44
Nigeria,NGA,2010,,3.95,6.59,4,3.86,6.16,4,1091.97,2314.96
South Africa,ZAF,1985,,4.46,5.63,4,6.18,5.29,4,2920.78,2142.15
Malaysia,MYS,1985,,6.31,8.38,4,6.59,9.05,4,1770.17,1979.16
Pap. New Guinea,PNG,2011,,5.2,7.25,4,4.71,7.27,4,1418.92,1838.7
Malaysia,MYS,1980,,6.59,9.05,4,4.64,7.32,4,755.28,1770.17
South Africa,ZAF,1975,,5.62,6.22,4,7.41,7.16,4,810.77,1494.16
Pap. New Guinea,PNG,2010,,4.71,7.27,4,4.69,7.04,4,1210.87,1418.92
Namibia,NAM,1985,,4.46,5.63,4,6.18,5.29,4,2404.1,1405.79
Nigeria,NGA,2008,,4.07,6.04,4,4.05,6.68,4,1131.15,1376.86
Pap. New Guinea,PNG,2008,,4.71,6.65,4,4.75,7.07,4,992.67,1223.2
Pap. New Guinea,PNG,2009,,4.69,7.04,4,4.71,6.65,4,1223.2,1210.87
Nigeria,NGA,2007,,4.05,6.68,4,5.08,6.83,4,1014.73,1131.15
Nigeria,NGA,2009,,3.86,6.16,4,4.07,6.04,4,1376.86,1091.97
Nigeria,NGA,2006,,5.08,6.83,4,3.63,6.41,4,804.01,1014.73
Mauritania,MRT,2007,,5.16,6.82,4,5.63,7.09,-3,937.98,1008.55
Pap. New Guinea,PNG,2007,,4.75,7.07,4,3.7,7.07,4,886.42,992.67
Pap. New Guinea,PNG,1995,,5.74,5.56,4,6.28,6.65,4,774.36,983.08
Bangladesh,BGD,2013,,3.02,6.75,4,3.23,6.72,5,858.93,954.4
Zimbabwe,ZWE,2013,,3.89,5.63,4,4.09,5.38,1,850.83,905.5
Pap. New Guinea,PNG,2006,,3.7,7.07,4,4.21,7.08,4,799.42,886.42
Kyrgyz Republic,KGZ,2010,,4.39,8.21,4,4.54,8.34,1,871.22,880.04
Nigeria,NGA,2005,,3.63,6.41,4,2.96,6.06,4,645.76,804.01
Pap. New Guinea,PNG,2005,,4.21,7.08,4,4.08,6.31,4,661.13,799.42
Pap. New Guinea,PNG,1990,,6.28,6.65,4,5.72,6.57,4,658.91,774.36
Malaysia,MYS,1975,,4.64,7.32,4,5.84,7.12,1,354.23,755.28
Pap. New Guinea,PNG,2004,,4.08,6.31,4,4.08,6.1,4,610.2,661.13
Pap. New Guinea,PNG,2000,,4.46,6.27,4,5.74,5.56,4,983.08,655.25
Nigeria,NGA,2004,,2.96,6.06,4,2.89,5.59,4,510.3,645.76
Pap. New Guinea,PNG,2003,,4.08,6.1,4,3.18,6.16,4,530.58,610.2
Mozambique,MOZ,2013,,3.95,6.43,4,4.11,6.35,5,564.81,605.23
Pap. New Guinea,PNG,2001,,4.46,6.41,4,4.46,6.27,4,655.25,558.88
Kyrgyz Republic,KGZ,2006,,4.19,8.69,4,3.98,8.65,3,476.55,543.11
Pap. New Guinea,PNG,2002,,3.18,6.16,4,4.46,6.41,4,558.88,530.58
Nigeria,NGA,2003,,2.89,5.59,4,3.34,5.39,4,457.4,510.3
Nigeria,NGA,2002,,3.34,5.39,4,3.14,5.04,4,350.26,457.4
Nigeria,NGA,2000,,3.6,5.37,4,4.7,1.27,-6,263.29,377.5
Nigeria,NGA,2001,,3.14,5.04,4,3.6,5.37,4,377.5,350.26
Malawi,MWI,2002,,5.06,3.88,4,5.8,4.01,4,149.37,226.08
Malawi,MWI,2001,,5.8,4.01,4,5.53,2.88,6,155.76,149.37
Venezuela,VEN,2008,,2.71,5.3,5,2.65,5.62,5,8325.22,11224.65
Suriname,SUR,2013,,4.36,9.46,5,4.65,9.17,5,9422.27,9618.35
Suriname,SUR,2012,,4.65,9.17,5,4.27,8.45,5,8448.5,9422.27
Suriname,SUR,2011,,4.27,8.45,5,4.34,8.82,5,8430.91,8448.5
Venezuela,VEN,2007,,2.65,5.62,5,2.79,5.64,5,6740.24,8325.22
Venezuela,VEN,2006,,2.79,5.64,5,2.77,5.1,6,5435.87,6740.24
Ecuador,ECU,2013,,4.47,6.79,5,4.47,6.58,5,5702.17,6051.61
Ecuador,ECU,2012,,4.47,6.58,5,3.98,6.5,5,5223.38,5702.17
Ecuador,ECU,2011,,3.98,6.5,5,3.97,6.38,5,4657.3,5223.38
Ecuador,ECU,2010,,3.97,6.38,5,3.95,6.36,5,4255.56,4657.3
Ecuador,ECU,2008,,3.95,6.1,5,3.77,5.04,5,3590.71,4274.94
Ecuador,ECU,2009,,3.95,6.36,5,3.95,6.1,5,4274.94,4255.56
Armenia,ARM,2008,,5.6,8.88,5,5.71,8.98,5,3080.97,3919.98
Armenia,ARM,2013,,5.61,9.18,5,5.78,9.34,5,3565.52,3716.83
Ecuador,ECU,2007,,3.77,5.04,5,3.77,5.06,7,3350.78,3590.71
Armenia,ARM,2012,,5.78,9.34,5,5.82,9.15,5,3417.17,3565.52
Armenia,ARM,2011,,5.82,9.15,5,5.56,9.18,5,3124.78,3417.17
South Africa,ZAF,1990,,2.93,5.81,5,4.46,5.63,4,2142.15,3182.21
Armenia,ARM,2010,,5.56,9.18,5,5.55,9.44,5,2915.58,3124.78
Armenia,ARM,2007,,5.71,8.98,5,5.62,9.43,5,2126.62,3080.97
Armenia,ARM,2009,,5.55,9.44,5,5.6,8.88,5,3919.98,2915.58
Fiji,FJI,2003,,6.22,6.69,5,5.69,6.82,5,2259.06,2835.98
Fiji,FJI,2002,,5.69,6.82,5,5.99,6.66,5,2038.9,2259.06
Pap. New Guinea,PNG,2012,,4.73,7.56,5,5.2,7.25,4,1838.7,2151.21
Armenia,ARM,2006,,5.62,9.43,5,5.56,9.21,5,1625.41,2126.62
Pap. New Guinea,PNG,2013,,4.69,7.61,5,4.73,7.56,5,2151.21,2108.84
Dominican Rep.,DOM,1995,,5.66,4.48,5,5.3,2.05,6,984.69,2072.68
Fiji,FJI,2001,,5.99,6.66,5,5.99,6.9,-88,2076.01,2038.9
Armenia,ARM,2005,,5.56,9.21,5,4.92,9.11,5,1181.97,1625.41
Romania,ROU,1995,,6.25,0.74,5,6.28,7.18,5,1650.69,1564.18
Albania,ALB,2001,,4.77,7.06,5,4.77,7.4,5,1175.79,1326.97
Sri Lanka,LKA,2005,,4.66,6.13,5,4.22,6.51,5,1063.16,1242.43
Armenia,ARM,2004,,4.92,9.11,5,5.71,4.29,5,924.46,1181.97
Albania,ALB,2000,,4.77,7.4,5,4.85,3.26,5,760.56,1175.79
Zambia,ZMB,2007,,5.79,8.5,5,5.38,8.57,5,1030.32,1103.49
Sri Lanka,LKA,2004,,4.22,6.51,5,4.41,6.59,5,984.81,1063.16
Pakistan,PAK,2008,,3.93,5.67,5,4.13,6.26,2,953.8,1042.8
Zambia,ZMB,2006,,5.38,8.57,5,5.24,8.11,5,691.81,1030.32
Pakistan,PAK,2009,,3.94,5.98,5,3.93,5.67,5,1042.8,1009.8
Sri Lanka,LKA,2003,,4.41,6.59,5,3.8,6.49,6,903.9,984.81
Armenia,ARM,2003,,5.71,4.29,5,4.95,4.08,5,779.83,924.46
Georgia,GEO,2003,,3.98,9.14,5,4.95,4.08,5,779.38,922.03
Bangladesh,BGD,2012,,3.23,6.72,5,3.56,6.49,5,838.55,858.93
Sri Lanka,LKA,2000,,4.21,6.74,5,4.62,6.69,5,718.44,854.93
Bangladesh,BGD,2011,,3.56,6.49,5,3.61,6.48,5,760.33,838.55
Armenia,ARM,2002,,4.95,4.08,5,3.84,3.83,5,692.3,779.83
Georgia,GEO,2002,,4.95,4.08,5,3.84,3.83,5,733.97,779.38
"Congo, Rep. Of",COG,1995,,2.9,5.69,5,3.02,5.96,-8,1172.76,777.58
Bangladesh,BGD,2010,,3.61,6.48,5,3.6,6.74,5,683.61,760.33
Georgia,GEO,2001,,3.84,3.83,5,4.45,3.66,5,692,733.97
Sri Lanka,LKA,1995,,4.62,6.69,5,2.31,5.5,5,472.09,718.44
Armenia,ARM,2001,,3.84,3.83,5,4.45,3.66,5,621.42,692.3
Georgia,GEO,2000,,4.45,3.66,5,3.43,1.25,5,569.02,692
Zambia,ZMB,2005,,5.24,8.11,5,5.35,7.72,5,530.56,691.81
Bangladesh,BGD,2009,,3.6,6.74,5,3.21,6.39,-6,618.08,683.61
Haiti,HTI,2008,,2.7,8.13,5,2.49,8.56,5,615.82,674.75
Haiti,HTI,2009,,2.54,8.65,5,2.7,8.13,5,674.75,668.29
Mali,MLI,2013,,4.07,6.84,5,3.94,6.37,-77,641.79,659.52
Armenia,ARM,2000,,4.45,3.66,5,3.43,1.25,3,455.55,621.42
Haiti,HTI,2007,,2.49,8.56,5,3.15,8.28,5,505.58,615.82
Georgia,GEO,1995,,3.43,1.25,5,1,5.95,0,1614.64,569.02
Mozambique,MOZ,2012,,4.11,6.35,5,4.2,6.13,5,524.89,564.81
Zambia,ZMB,2004,,5.35,7.72,5,5.34,7.26,5,429.01,530.56
Mozambique,MOZ,2011,,4.2,6.13,5,4.23,5.86,5,417.5,524.89
Haiti,HTI,2006,,3.15,8.28,5,2.66,7.99,-88,465.31,505.58
Mozambique,MOZ,2008,,4.05,7.63,5,3.85,7.75,5,418.91,499.89
Sri Lanka,LKA,1990,,2.31,5.5,5,3.4,6.29,5,377.38,472.09
Mozambique,MOZ,2009,,4.26,6.53,5,4.05,7.63,5,499.89,461.43
Zambia,ZMB,2003,,5.34,7.26,5,5.26,7.18,5,376.47,429.01
Mozambique,MOZ,2007,,3.85,7.75,5,3.93,7.52,5,382.38,418.91
Mozambique,MOZ,2010,,4.23,5.86,5,4.26,6.53,5,461.43,417.5
"Congo, Dem. R.",COD,2013,,2.3,8.12,5,2.41,7.82,5,390.71,413.7
"Congo, Dem. R.",COD,2012,,2.41,7.82,5,2.67,7.8,5,350.27,390.71
Mozambique,MOZ,2006,,3.93,7.52,5,3.23,7.64,5,365.6,382.38
Sri Lanka,LKA,1985,,3.4,6.29,5,3.98,5.47,6,272.91,377.38
Zambia,ZMB,2001,,5.85,7.39,5,5.85,7.15,1,340.16,376.98
Zambia,ZMB,2002,,5.26,7.18,5,5.85,7.39,5,376.98,376.47
Mozambique,MOZ,2005,,3.23,7.64,5,2.93,8.63,5,332.88,365.6
Sierra Leone,SLE,2006,,3.34,6.72,5,3.15,6.32,5,321,359.53
"Congo, Dem. R.",COD,2011,,2.67,7.8,5,3.06,7.89,5,311.25,350.27
Mozambique,MOZ,2004,,2.93,8.63,5,2.91,8.42,5,280.87,332.88
Sierra Leone,SLE,2005,,3.15,6.32,5,3.07,6.14,5,293.85,321
"Congo, Dem. R.",COD,2010,,3.06,7.89,5,2.65,8.33,5,286.05,311.25
"Congo, Dem. R.",COD,2008,,2.14,7.63,5,2.15,7.34,5,273.49,310.73
Guinea-Bissau,GNB,2002,,2.08,5.77,5,2.63,5.21,5,291.95,303.01
Sierra Leone,SLE,2003,,3.15,6.18,5,4.12,5.83,5,280.18,295.08
Sierra Leone,SLE,2004,,3.07,6.14,5,3.15,6.18,5,295.08,293.85
"Congo, Dem. R.",COD,2009,,2.65,8.33,5,2.14,7.63,5,310.73,286.05
Sierra Leone,SLE,2002,,4.12,5.83,5,3.3,6.37,-88,255.79,280.18
"Congo, Dem. R.",COD,2007,,2.15,7.34,5,2.8,7.25,5,246.8,273.49
Central Afr. Rep.,CAF,2002,,2.3,7.23,5,4.35,6.99,5,245.56,256.85
"Congo, Dem. R.",COD,2006,,2.8,7.25,5,2.05,5.04,-88,213.31,246.8
Central Afr. Rep.,CAF,2001,,4.35,6.99,5,4.35,7.03,5,245.43,245.56
Central Afr. Rep.,CAF,2000,,4.35,7.03,5,4.42,7.08,-7,490.4,245.43
Niger,NER,2003,,3.87,7.18,5,3.64,6.93,5,179.74,218.05
Malawi,MWI,2003,,5.32,3.89,5,5.06,3.88,4,226.08,200.54
Niger,NER,2002,,3.64,6.93,5,4.5,6.99,5,167.09,179.74
Niger,NER,2001,,4.5,6.99,5,2.61,5.71,8,200.9,167.09
"Korea, South",KOR,1995,,5.62,8.05,6,5.45,6.59,6,6642.45,12403.91
Malaysia,MYS,2013,,6.93,6.6,6,6.79,6.5,6,10834.66,10973.66
Malaysia,MYS,2012,,6.79,6.5,6,6.94,6.5,6,10427.76,10834.66
Malaysia,MYS,2011,,6.94,6.5,6,6.86,6.52,6,9069.04,10427.76
Lebanon,LBN,2013,,4.02,9.6,6,4.36,9.37,6,9729.28,9870.49
Lebanon,LBN,2012,,4.36,9.37,6,4.7,9.41,6,9132.43,9729.28
Lebanon,LBN,2011,,4.7,9.41,6,4.68,9.33,6,8763.8,9132.43
Malaysia,MYS,2010,,6.86,6.52,6,6.39,6.5,6,7312.01,9069.04
Malaysia,MYS,2008,,6.14,6.58,6,6.57,6.78,3,7240.68,8486.6
Malaysia,MYS,2009,,6.39,6.5,6,6.14,6.58,6,8486.6,7312.01
Russia,RUS,2006,,5.73,6.94,6,5.21,6.69,6,5323.47,6920.19
"Korea, South",KOR,1990,,5.45,6.59,6,4.16,6.41,-5,2542.04,6642.45
Namibia,NAM,2012,,6.2,6.67,6,6.36,6.26,6,5539.62,5679.96
Namibia,NAM,2011,,6.36,6.26,6,6.68,6.36,6,5143.13,5539.62
Venezuela,VEN,2005,,2.77,5.1,6,3.09,5.14,6,4273.37,5435.87
Namibia,NAM,2013,,6.19,6.55,6,6.2,6.67,6,5679.96,5435.49
Russia,RUS,2005,,5.21,6.69,6,5.39,6.01,6,4102.37,5323.47
Namibia,NAM,2010,,6.68,6.36,6,7.06,6.09,6,4123.94,5143.13
Venezuela,VEN,2001,,1.88,7.61,6,3.75,5.56,7,4785.15,4928.17
Venezuela,VEN,2004,,3.09,5.14,6,2.83,4.86,6,3233.96,4273.37
Namibia,NAM,2007,,6.94,6.52,6,6.42,6.36,6,3884.65,4195.94
Namibia,NAM,2009,,7.06,6.09,6,7.07,6.12,6,4011.3,4123.94
Russia,RUS,2004,,5.39,6.01,6,5.71,4.29,6,2975.13,4102.37
Ukraine,UKR,2013,,4.79,6.47,6,4.98,6.42,6,3855.42,4029.72
Namibia,NAM,2008,,7.07,6.12,6,6.94,6.52,6,4195.94,4011.3
Guyana,GUY,2013,,4.57,7.92,6,4.68,7.95,6,3759.38,3918.41
Namibia,NAM,2006,,6.42,6.36,6,6.59,6.48,6,3582.26,3884.65
Ukraine,UKR,2012,,4.98,6.42,6,5.14,6.04,6,3569.76,3855.42
Guyana,GUY,2012,,4.68,7.95,6,4.43,7.8,6,3408.73,3759.38
Montenegro,MNE,2005,,5.56,7.13,6,0,0,6,3380.2,3674.53
Fiji,FJI,2005,,6.34,6.56,6,6.22,6.48,6,3332.91,3658.62
Venezuela,VEN,2002,,1.99,5.82,6,1.88,7.61,6,4928.17,3657.19
Namibia,NAM,2005,,6.59,6.48,6,6.76,6.26,6,3298.9,3582.26
Ukraine,UKR,2011,,5.14,6.04,6,4.79,5.6,6,2974,3569.76
Georgia,GEO,2012,,5.77,9.17,6,5.68,9.03,6,3219.61,3528.73
Guyana,GUY,2011,,4.43,7.8,6,4.44,7.96,6,2998.94,3408.73
Montenegro,MNE,2004,,0,0,6,0,0,6,2789.08,3380.2
Fiji,FJI,2004,,6.22,6.48,6,6.22,6.69,5,2835.98,3332.91
Namibia,NAM,2004,,6.76,6.26,6,7.59,6.13,6,2489.89,3298.9
Venezuela,VEN,2003,,2.83,4.86,6,1.99,5.82,6,3657.19,3233.96
Georgia,GEO,2011,,5.68,9.03,6,5.71,8.8,6,2613.76,3219.61
